rownumber,customerid,surname,creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited
348,15747358,Russell,643,Germany,Male,59,3,170331.37,1,t,t,32171.79,f
349,15735203,Seleznyov,654,Germany,Female,32,1,114510.85,1,t,t,126143.23,f
350,15576256,Yusupova,582,France,Male,39,5,0,2,t,t,129892.93,f
351,15659420,Foley,659,Spain,Male,32,3,107594.11,2,t,t,102416.84,f
352,15593365,Shih,762,Spain,Male,39,2,81273.13,1,t,t,18719.67,f
353,15777352,Ikedinachukwu,568,Spain,Female,32,7,169399.6,1,t,f,61936.22,f
354,15812007,Power,670,Spain,Male,25,6,0,2,t,t,78358.94,f
355,15625461,Amos,613,France,Female,45,1,187841.99,2,t,t,147224.27,f
356,15739438,Reed,539,France,Male,30,0,0,2,t,f,160979.66,f
357,15611759,Simmons,850,Spain,Female,57,8,126776.3,2,t,t,132298.49,f
358,15661629,Ricci,522,Spain,Male,34,9,126436.29,1,t,f,174248.52,t
359,15633950,Yen,737,France,Male,41,1,101960.74,1,t,t,123547.28,f
360,15592386,Campbell,520,France,Male,58,3,0,2,f,t,32790.02,f
361,15803716,West,706,Spain,Male,28,3,0,2,f,t,181543.67,f
362,15696674,Robinson,643,Germany,Female,45,2,150842.93,1,f,t,2319.96,t
363,15706365,Bianchi,648,France,Female,50,9,102535.57,1,t,t,189543.19,f
364,15745088,Chen,443,Germany,Female,29,9,99027.61,2,t,f,10940.4,f
365,15676715,Madukaego,640,France,Male,68,9,0,2,t,t,199493.38,f
366,15613085,Ibrahimova,628,Spain,Female,33,3,0,1,t,t,188193.25,f
367,15633537,Nolan,540,Germany,Female,42,9,87271.41,2,t,f,172572.64,f
368,15620758,Scott,460,Germany,Female,35,8,102742.91,2,t,t,189339.6,f
369,15684042,Blair,636,Germany,Male,34,2,40105.51,2,f,t,53512.16,f
370,15583303,Monaldo,593,France,Female,29,2,152265.43,1,t,f,34004.44,f
371,15611579,Sutherland,801,Spain,Male,42,4,141947.67,1,t,t,10598.29,f
372,15774696,Cole,640,Germany,Female,75,1,106307.91,2,f,t,113428.77,f
373,15694506,Briggs,611,Germany,Male,31,0,107884.81,2,t,t,183487.98,f
374,15688074,Gregory,802,Germany,Male,31,1,125013.72,1,t,t,187658.09,f
375,15759537,Bianchi,717,Germany,Male,35,7,58469.37,2,t,t,172459.39,f
376,15758449,Angelo,769,France,Female,39,8,0,1,f,t,21016,f
377,15583456,Gardiner,745,Germany,Male,45,10,117231.63,3,t,t,122381.02,t
378,15667871,Kerr,572,Spain,Male,35,4,152390.26,1,t,f,128123.66,f
379,15677371,Ko,629,Spain,Female,30,2,34013.63,1,t,f,19570.63,f
380,15629677,Distefano,687,Spain,Female,39,2,0,3,f,f,188150.6,t
381,15713578,Farrell,483,France,Female,50,9,0,2,t,t,111020.24,f
382,15591509,Milano,690,France,Male,36,7,101583.11,2,t,f,123775.15,f
383,15568240,Ting,492,Germany,Female,30,10,77168.87,2,f,t,146700.22,f
384,15622993,Boyd,709,Germany,Male,28,8,124695.72,2,t,f,145251.35,f
385,15689294,Onyemaechi,705,Germany,Male,44,3,105934.96,1,t,f,82463.69,f
386,15720910,Black,560,France,Female,66,9,0,1,t,t,15928.49,f
387,15721181,Oliver,611,Spain,Male,46,6,0,2,t,f,45886.33,f
388,15776433,Greco,730,Spain,Male,62,2,0,2,t,t,186489.95,f
389,15748936,Whitehead,709,Spain,Female,45,2,0,2,f,t,162922.65,f
390,15717225,Ikemefuna,544,France,Female,21,10,161525.96,2,t,f,9262.77,f
391,15685226,Morrison,712,Germany,Female,29,7,147199.07,1,t,t,84932.4,f
392,15785611,Onyeoruru,752,Germany,Male,38,3,183102.29,1,t,t,71557.12,f
393,15573456,Cunningham,648,Spain,Male,46,9,127209,2,t,f,77405.95,t
394,15684548,Demidov,556,Spain,Male,38,8,0,2,f,f,417.41,t
395,15620505,Celis,594,Spain,Female,24,0,97378.54,1,t,t,71405.17,f
396,15807432,Cheng,645,Germany,Female,37,2,136925.09,2,f,t,153400.24,f
397,15584766,Knight,557,France,Male,33,3,54503.55,1,t,t,371.05,f
398,15612187,Morin,547,Germany,Male,32,8,155726.85,1,t,f,67789.99,f
399,15762218,Mills,701,France,Female,39,9,0,2,f,t,145894.9,f
400,15646372,Outhwaite,616,France,Female,66,1,135842.41,1,t,f,183840.51,t
401,15690452,Tung,605,France,Male,52,1,63349.75,1,t,f,108887.44,f
402,15747795,Pai,593,Germany,Female,38,4,129499.42,1,t,t,154071.27,f
403,15781589,Carpenter,751,Spain,Male,52,8,0,2,f,t,179291.85,f
404,15732674,Fennell,443,Spain,Male,36,6,70438.01,2,f,t,56937.43,f
405,15642291,Fontaine,685,France,Male,23,8,0,2,t,t,112239.03,f
406,15692761,Pratt,718,France,Male,36,9,0,1,t,f,45909.87,f
407,15578045,Mitchell,538,Spain,Female,49,9,141434.04,1,f,f,173779.25,t
408,15745354,Franklin,611,Spain,Female,37,4,0,2,t,f,125696.26,f
409,15701376,K'ung,668,Germany,Male,37,10,152958.29,2,t,t,159585.61,f
410,15691625,Ko,537,Germany,Female,41,3,138306.34,1,t,f,106761.47,f
411,15566594,McKenzie,709,Spain,Male,23,10,0,2,f,f,129590.18,f
412,15760431,Pino,850,France,Male,38,1,0,2,t,t,80006.65,f
413,15686302,Fisk,745,Spain,Female,31,3,124328.84,1,t,t,140451.52,f
414,15801559,Chiang,693,Germany,Female,41,9,181461.48,3,t,t,187929.43,t
415,15810432,Moseley,795,Spain,Male,35,8,0,2,t,f,167155.36,f
416,15809616,Hsiung,626,Spain,Male,26,8,0,2,f,f,191420.71,f
417,15720559,Heath,487,Germany,Female,61,5,110368.03,1,f,f,11384.45,t
418,15695632,Dellucci,556,France,Female,39,9,89588.35,1,t,t,94898.1,f
419,15659843,Li,643,France,Female,46,6,0,2,f,f,106781.59,f
420,15615624,De Salis,605,France,Female,28,6,0,2,f,f,159508.52,f
421,15810418,T'ang,756,Germany,Female,60,3,115924.89,1,t,f,93524.19,t
422,15716186,Richardson,586,France,Female,38,2,0,2,t,f,87168.46,f
423,15674551,Fitch,535,Germany,Male,40,7,111756.5,1,t,f,8128.32,t
424,15622834,Stevenson,678,France,Female,35,4,0,1,t,f,125518.32,f
425,15566111,Estes,596,France,Male,39,9,0,1,t,f,48963.59,f
426,15784597,Lattimore,648,France,Male,26,9,162923.85,1,t,f,98368.24,f
427,15652883,Chung,492,Germany,Male,39,10,124576.65,2,t,f,148584.61,f
428,15806964,Utz,702,France,Male,45,0,80793.58,1,t,t,27474.81,f
429,15576313,Wei,486,Germany,Female,40,9,71340.09,1,t,f,76192.21,f
430,15806467,Boyle,568,Germany,Male,40,1,99282.63,1,f,f,134600.94,t
431,15597602,Nwachinemelu,619,Germany,Male,57,3,137946.39,1,t,t,72467.99,t
432,15743040,Kuznetsova,724,Germany,Male,41,2,127892.57,2,f,t,199645.45,f
433,15705521,Pisani,548,Germany,Female,33,0,101084.36,1,t,f,42749.85,f
434,15595039,Manna,545,Germany,Female,37,8,114754.08,1,t,f,136050.44,t
435,15799384,Collier,683,France,Male,33,8,0,1,f,f,73564.44,f
436,15581197,Ricci,762,France,Female,51,3,99286.98,1,f,t,85578.63,f
437,15693737,Carr,627,Germany,Female,30,4,79871.02,2,t,f,129826.89,f
438,15624623,Hs?,516,France,Male,35,10,104088.59,2,f,f,119666,f
439,15783501,Findlay,800,France,Female,38,2,168190.33,2,t,f,68052.08,f
440,15690134,Hughes,464,Germany,Female,42,3,85679.25,1,t,t,164104.74,f
441,15782735,Chukwuemeka,626,France,Female,35,3,0,1,f,f,80190.36,f
442,15611088,Genovese,790,France,Female,31,9,0,2,t,f,84126.75,f
443,15672145,Swift,534,France,Female,34,7,121551.58,2,t,t,70179,f
444,15732628,Ugoji,745,France,Male,46,2,122220.19,1,t,t,118024.1,f
445,15787470,Parkinson,553,Spain,Male,47,3,116528.15,1,f,f,145704.19,t
446,15803406,Ross,748,France,Female,26,1,77780.29,1,f,t,183049.41,f
447,15730460,Oleary,722,France,Male,37,2,0,1,f,f,120906.83,f
448,15644572,Turnbull,501,France,Male,40,4,125832.2,1,t,t,100433.83,f
449,15694860,Uspensky,675,France,Female,38,6,68065.8,1,f,f,138777,t
450,15658169,Cook,778,Spain,Female,47,6,127299.34,2,t,f,124694.99,f
451,15794396,Newbold,494,Germany,Female,38,7,174937.64,1,t,f,40084.32,f
452,15785798,Uchechukwu,850,France,Male,40,9,0,2,f,t,119232.33,f
453,15710825,Ch'en,592,Spain,Male,31,7,110071.1,1,f,f,43921.36,f
454,15668444,He,590,Spain,Female,44,3,139432.37,1,t,f,62222.81,f
455,15726631,Hilton,758,France,Female,39,6,127357.76,1,f,t,56577,f
456,15733797,Sal,506,France,Male,36,5,0,2,t,f,164253.35,f
457,15747960,Eluemuno,733,France,Male,33,3,0,1,t,t,7666.73,f
458,15634632,Titus,711,France,Male,38,3,0,2,t,f,68487.51,f
459,15707362,Yin,514,Germany,Male,43,1,95556.31,1,f,t,199273.98,t
460,15662976,Lettiere,637,Spain,Male,37,8,0,1,t,t,186062.36,f
461,15732778,Templeman,468,Germany,Male,29,1,111681.98,2,t,t,195711.16,f
462,15718443,Chibuzo,539,France,Male,39,3,0,2,t,f,36692.17,f
463,15670039,Sun,509,Spain,Female,25,3,108738.71,2,t,f,106920.57,f
464,15773792,Evans,662,France,Female,32,4,133950.37,1,t,t,48725.68,t
465,15613786,Ogbonnaya,818,Spain,Male,26,4,0,2,t,t,167036.94,f
466,15726032,Enyinnaya,608,France,Male,33,9,89968.69,1,t,f,68777.26,f
467,15663252,Olisanugo,850,Spain,Female,32,9,0,2,t,t,18924.92,f
468,15593782,Brookes,816,Germany,Female,38,5,130878.75,3,t,f,71905.77,t
469,15633283,Padovano,536,France,Male,35,8,0,2,t,f,64833.28,f
470,15749167,Fisk,753,France,Male,35,3,0,2,t,t,184843.77,f
471,15759298,Shih,631,Spain,Male,27,10,134169.62,1,t,t,176730.02,f
472,15683625,Hare,703,France,Male,37,1,149762.08,1,t,f,20629.4,t
473,15635367,Muir,774,France,Male,26,2,93844.69,1,t,f,28415.36,f
474,15681705,Fanucci,785,France,Male,28,8,0,2,t,f,77231.27,f
475,15603156,Elewechi,571,France,Female,33,1,0,2,t,f,102750.7,f
476,15591986,Johnston,621,Germany,Male,46,6,141078.37,1,f,f,34580.8,t
478,15809722,Ankudinov,611,France,Female,40,8,100812.33,2,t,f,147358.27,f
479,15677538,Nwokike,569,France,Male,38,7,0,1,t,t,108469.2,f
480,15797736,Smith,658,France,Male,29,4,80262.6,1,t,t,20612.82,f
481,15695585,Atkins,788,Spain,Male,34,6,156478.62,1,f,t,181196.76,f
482,15744398,Burns,525,France,Female,23,5,0,2,t,f,160249.1,f
483,15750658,Obiuto,798,France,Male,37,8,0,3,f,f,110783.28,f
484,15578186,Pirozzi,486,Germany,Male,37,9,115217.99,2,t,f,144995.33,f
485,15676519,George,615,Spain,Male,61,9,0,2,t,f,150227.85,t
486,15637954,Lewis,730,France,Female,35,0,155470.55,1,t,t,53718.28,f
487,15758639,Moran,641,France,Male,37,7,0,2,t,f,75248.3,f
488,15613772,Dalrymple,542,France,Male,39,3,135096.77,1,t,t,14353.43,t
489,15731744,Carslaw,692,France,Male,30,2,0,2,f,t,130486.57,f
490,15807709,Kirby,714,Germany,Female,55,9,180075.22,1,t,t,100127.71,f
491,15714689,Houghton,591,Spain,Male,29,1,97541.24,1,t,t,196356.17,f
492,15699005,Martin,710,France,Female,41,2,156067.05,1,t,t,9983.88,f
493,15624170,Tan,639,France,Female,38,4,81550.94,2,f,t,118974.77,f
494,15725679,Hsia,531,France,Female,47,6,0,1,f,f,194998.34,t
495,15585865,Westerberg,673,France,Female,38,2,170061.92,2,f,f,134901.34,t
496,15804256,Hale,765,Germany,Male,36,8,92310.54,2,t,t,72924.56,f
497,15662403,Kryukova,622,France,Female,32,6,169089.38,2,t,f,101057.95,f
498,15733616,Sopuluchukwu,806,France,Male,40,5,80613.93,1,t,t,142838.64,f
499,15591995,Barry,757,Germany,Male,26,8,121581.56,2,t,t,127059.04,f
500,15677020,Selezneva,570,France,Female,58,8,0,1,f,t,116503.92,t
501,15727688,Chizuoke,555,Spain,Male,32,4,0,2,t,t,54405.79,f
502,15715941,Lueck,692,France,Male,54,5,0,2,t,t,88721.84,f
503,15714485,Udinese,774,France,Male,60,5,85891.55,1,t,f,74135.48,t
504,15730059,Udobata,638,Spain,Male,44,9,77637.35,2,t,t,111346.22,f
505,15715527,Freeman,543,Spain,Female,41,4,0,1,f,f,194902.16,f
506,15576623,Outlaw,584,France,Male,31,5,0,2,t,f,31474.27,f
507,15805565,Obiuto,691,Germany,Male,30,7,116927.89,1,t,f,21198.39,f
508,15677307,Lo,684,Germany,Female,40,6,137326.65,1,t,f,186976.6,f
509,15773890,Okechukwu,733,France,Male,22,5,0,2,t,t,117202.19,f
510,15598883,King,599,Spain,Female,37,2,0,2,t,t,143739.29,f
511,15568506,Forbes,524,Germany,Female,31,10,67238.98,2,t,t,161811.23,f
512,15761043,Macleod,632,Germany,Female,38,6,86569.76,2,t,f,98090.91,f
513,15782236,Gibbs,735,Spain,Male,34,5,0,2,f,f,71095.41,f
514,15593601,Isayev,734,France,Male,34,6,133598.4,1,t,t,13107.24,f
515,15682048,Pisano,605,France,Female,51,3,136188.78,1,t,t,67110.59,t
516,15746902,Belstead,793,Spain,Male,38,9,0,2,t,f,88225.02,f
517,15752081,Vassiliev,468,France,Female,56,10,0,3,f,t,62256.87,t
518,15781307,Schneider,779,Germany,Male,37,7,120092.52,2,t,f,135925.72,f
519,15775912,Mazzanti,698,France,Male,48,4,101238.24,2,f,t,177815.87,t
520,15745417,Knipe,707,France,Male,58,6,89685.92,1,f,t,126471.13,f
521,15671256,Macartney,850,France,Female,35,1,211774.31,1,t,f,188574.12,t
522,15653547,Madukwe,850,France,Male,56,7,131317.48,1,t,t,119175.45,f
523,15595766,Watts,527,Spain,Male,37,5,93722.73,2,t,t,139093.73,f
524,15742358,Humphreys,696,Germany,Male,32,8,101160.99,1,t,t,115916.55,f
525,15763274,Wu,661,France,Male,48,3,120320.54,1,f,f,96463.25,f
526,15786063,Chin,776,France,Female,31,2,0,2,t,t,112349.51,f
527,15600258,Chesnokova,701,France,Male,43,2,0,2,t,t,165303.79,f
528,15573318,Kung,610,France,Male,26,8,0,2,t,f,166031.08,f
529,15653849,Lu,572,Germany,Female,48,3,152827.99,1,t,f,38411.79,t
530,15694272,Nkemakolam,673,France,Male,30,1,64097.75,1,t,t,77783.35,f
531,15736112,Walton,519,Spain,Female,57,2,119035.35,2,t,t,29871.79,f
532,15749851,Brookes,702,Spain,Female,26,4,135219.57,1,f,t,59747.63,f
533,15663478,Baldwin,729,France,Male,32,6,93694.42,1,t,t,79919.13,f
534,15592300,Mai,543,Spain,Male,35,10,59408.63,1,t,f,76773.53,f
535,15567832,Shih,550,France,Female,40,7,114354.95,1,t,f,54018.93,f
536,15776780,He,608,France,Male,59,1,0,1,t,f,70649.64,t
537,15592846,Fiorentini,639,Germany,Male,35,10,128173.9,2,t,f,59093.39,f
538,15739803,Lucciano,686,Spain,Male,34,9,0,2,t,f,127569.8,f
539,15794142,Ferreira,564,Germany,Female,62,5,114931.35,3,f,t,18260.98,t
540,15762729,Ukaegbunam,745,Germany,Female,28,1,111071.36,1,t,f,73275.96,t
541,15667896,De Luca,833,France,Male,37,8,151226.18,2,t,t,136129.49,f
542,15626578,Milne,622,France,Male,26,9,0,2,t,t,153237.59,f
543,15776223,Davide,597,France,Female,42,4,64740.12,1,t,t,106841.12,f
544,15705953,Kodilinyechukwu,721,Spain,Male,51,0,169312.13,1,t,f,109078.35,t
545,15802593,Little,504,France,Female,49,7,0,3,f,t,87822.14,t
546,15615457,Burns,842,Spain,Female,44,2,112652.08,2,t,f,126644.98,f
547,15708916,Paterson,587,France,Male,38,0,0,2,t,f,47414.15,f
548,15720187,Han,479,Germany,Female,30,7,143964.36,2,t,f,41879.99,f
549,15595440,Kryukova,508,France,Male,49,7,122451.46,2,t,t,75808.1,f
550,15600651,Ijendu,749,France,Male,24,1,0,3,t,t,47911.03,f
551,15750141,Reichard,721,Germany,Female,36,3,65253.07,2,t,f,28737.78,f
552,15657284,Day,674,Germany,Male,47,6,106901.94,1,t,t,2079.2,t
553,15763063,Price,685,Spain,Female,25,10,128509.63,1,t,f,121562.33,f
554,15709324,Bruce,417,France,Male,34,7,0,2,t,f,55003.79,f
555,15711309,Sumrall,574,Germany,Male,33,3,129834.67,1,t,f,193131.42,f
556,15775318,Lu,590,Spain,Female,51,3,154962.99,3,f,t,191932.27,t
557,15705515,Lazarev,587,Germany,Male,40,5,138241.9,2,t,f,159418.1,f
558,15634844,Miller,598,Germany,Male,41,3,91536.93,1,t,f,191468.78,t
559,15717046,Wentworth-Shields,741,Spain,Male,53,3,0,2,t,t,38913.68,f
560,15571816,Ritchie,850,Spain,Female,70,5,0,1,t,t,705.18,f
561,15670080,Mackenzie,584,Germany,Female,29,7,105204.01,1,f,t,138490.03,f
562,15800440,Power,650,Spain,Male,61,1,152968.73,1,f,t,82970.69,f
563,15665678,Tan,607,Spain,Male,36,8,158261.68,1,t,t,76744.72,f
564,15665956,Pendergrass,509,France,Female,46,1,0,1,t,f,71244.59,t
565,15788126,Evans,689,Spain,Female,38,6,121021.05,1,t,t,12182.15,f
566,15811773,Hsia,543,France,Male,36,4,0,2,t,t,141210.5,f
567,15651674,Billson,438,Spain,Female,54,2,0,1,f,f,191763.07,t
568,15689614,Teng,687,Spain,Female,63,1,137715.66,1,t,t,37938.74,f
569,15795564,Moretti,737,Germany,Male,31,5,121192.22,2,t,t,74890.58,f
570,15706647,Jordan,761,France,Male,31,7,0,3,t,t,166698.18,f
571,15728505,Ts'ao,601,France,Male,44,1,100486.18,2,t,t,62678.53,f
572,15730076,Osborne,651,France,Male,45,1,0,1,t,f,67740.08,t
573,15622003,Carslaw,745,France,Male,35,9,92566.53,2,t,f,161519.77,f
574,15607312,Ch'ang,648,Spain,Female,49,10,0,2,t,t,159835.78,t
575,15644753,Hung,848,Spain,Male,40,3,110929.96,1,t,t,30876.84,f
576,15653620,Gordon,546,France,Female,27,8,0,2,t,t,14858.1,f
577,15761986,Obialo,439,Spain,Female,32,3,138901.61,1,t,f,75685.97,f
578,15633922,Gray,755,France,Male,30,4,123217.66,2,f,t,144183.1,f
579,15734674,Lin,593,France,Female,41,6,0,1,t,f,65170.66,f
580,15658032,Hopkins,701,France,Male,39,2,0,2,t,t,82526.92,f
581,15692671,Dobson,701,Spain,Male,36,8,0,2,t,f,169161.46,f
582,15737741,McKay,607,Spain,Female,33,2,108431.87,2,f,t,109291.39,t
583,15576352,Revell,586,Spain,Female,57,3,0,2,f,t,6057.81,f
584,15753719,Rickards,547,Germany,Female,30,9,72392.41,1,t,f,77077.14,f
585,15803689,Begum,647,Germany,Female,51,1,119741.77,2,f,f,54954.51,t
586,15718057,Onyinyechukwuka,760,France,Female,51,2,100946.71,1,f,f,179614.8,t
587,15722010,Zuyev,621,Spain,Male,53,9,170491.84,1,t,f,35588.07,t
588,15680998,Nwankwo,725,France,Male,44,5,0,1,t,t,117356.14,f
589,15614782,Hao,526,France,Male,36,1,0,1,t,f,160696.72,f
590,15591047,Ma,519,Spain,Female,47,6,157296.02,2,f,f,147278.43,t
591,15788291,Okwuadigbo,713,Germany,Female,38,7,144606.22,1,t,t,56594.36,t
592,15604044,Mitchell,700,France,Male,38,8,134811.3,1,t,f,1299.75,f
593,15679587,Chan,666,France,Female,34,9,115897.12,1,t,t,25095.03,f
594,15775153,Buchi,630,Spain,Male,32,4,82034,1,f,f,146326.45,f
595,15603925,Greco,779,Spain,Female,26,4,174318.13,2,f,t,38296.21,f
596,15680970,Lombardi,611,Germany,Female,41,2,114206.84,1,t,f,164061.6,f
597,15697183,Uchenna,685,Spain,Male,43,9,0,2,t,f,107811.28,f
598,15567446,Coffman,646,Germany,Male,39,9,111574.41,1,t,t,30838.51,f
599,15637476,Alexandrova,683,Germany,Female,57,5,162448.69,1,f,f,9221.78,t
600,15714939,Fallaci,484,Germany,Female,34,4,148249.54,1,f,t,33738.27,f
601,15683503,Hudson,601,France,Female,43,8,0,3,f,t,110916.15,t
602,15645569,Mai,762,Spain,Female,26,7,123709.46,2,t,t,169654.57,f
603,15782569,Stout,687,France,Female,72,9,0,1,f,t,69829.4,f
604,15592387,Burke,566,France,Male,30,5,0,1,t,f,54926.51,t
605,15609286,Chadwick,702,France,Male,37,10,150525.8,1,t,t,94728.49,f
606,15814035,Lawrence,601,France,Male,29,9,0,1,t,t,80393.27,f
607,15661249,Bellucci,699,France,Male,53,4,0,2,f,t,111307.98,f
608,15629117,Harper,584,France,Male,28,10,0,2,t,f,19834.32,f
609,15607170,Boyle,699,France,Male,35,5,0,2,t,t,78397.24,f
610,15586585,Duncan,698,Germany,Female,51,2,111018.98,1,t,f,86410.28,f
611,15686611,Moss,495,France,Male,30,10,129755.99,1,f,f,172749.65,f
612,15603203,Avdeyeva,650,France,Female,27,6,0,2,t,f,1002.39,f
613,15619857,Crawford,605,France,Female,64,2,129555.7,1,t,t,13601.79,f
614,15805062,Lynton,667,Spain,Male,38,1,87202.38,1,t,t,77866.91,f
615,15660271,Duncan,688,Germany,Male,26,8,146133.39,1,t,t,175296.76,f
616,15745295,Gether,727,Spain,Female,31,0,0,1,t,f,121751.04,t
617,15719352,Davidson,754,Spain,Male,39,6,170184.99,2,t,f,89593.26,f
618,15766575,Larionova,612,Germany,Female,62,8,140745.33,1,t,f,193437.89,t
619,15594594,Loggia,546,Spain,Male,42,7,139070.51,1,t,t,86945,f
620,15646161,Steinhoff,673,Spain,Female,37,8,0,2,t,t,183318.79,f
621,15682585,Guerra,593,France,Male,35,9,114193.24,1,t,f,71154.1,f
622,15603134,Pai,656,Spain,Female,40,10,167878.5,1,f,t,151887.16,f
623,15636444,Craig,535,Germany,Female,53,5,141616.55,2,t,t,75888.65,f
624,15773456,Lazareva,678,Germany,Male,36,3,145747.67,2,f,t,89566.74,f
625,15745307,Ch'iu,477,Spain,Female,48,2,129120.64,1,f,t,26475.79,f
626,15604119,Alderete,850,Spain,Male,35,7,110349.82,1,f,f,126355.8,f
627,15626900,Kung,427,France,Male,29,1,141325.56,1,t,t,93839.3,f
628,15605447,Palermo,752,France,Male,49,2,78653.84,1,t,f,7698.6,f
629,15589030,Ts'ai,649,France,Male,47,1,0,2,t,t,145593.85,f
630,15692463,Rahman,799,Spain,Female,28,3,142253.65,1,t,f,45042.56,f
631,15712403,McMillan,589,France,Female,61,1,0,1,t,f,61108.56,t
632,15811762,Pickering,583,Germany,Female,54,6,115988.86,1,t,f,57553.98,t
633,15718673,Mirams,839,Spain,Female,33,10,75592.43,1,t,f,62674.42,f
634,15724282,Tsao,540,Germany,Male,44,3,164113.04,2,t,t,12120.79,f
635,15738181,Douglas,850,France,Male,31,6,67996.23,2,f,f,50129.87,t
636,15633648,Jideofor,696,Spain,Female,51,5,0,2,t,f,55022.43,f
637,15603323,Bell,660,Spain,Female,33,1,0,2,f,f,117834.91,f
638,15583725,Mairinger,682,France,Male,48,1,138778.15,1,f,t,168840.23,f
639,15588350,McIntyre,744,France,Female,43,10,147832.15,1,f,t,24234.11,f
640,15798398,Pagnotto,785,France,Female,36,4,135438.4,1,f,f,190627.01,f
641,15784844,K'ung,752,Spain,Male,48,5,116060.08,1,t,f,156618.38,t
642,15580684,Feng,706,France,Female,29,5,112564.62,1,t,f,42334.38,f
643,15809663,Donaldson,583,France,Female,27,1,125406.58,1,t,t,110784.42,f
644,15640078,Chambers,660,Germany,Female,39,5,135134.99,1,t,f,173683,t
645,15698786,Marcelo,819,France,Female,39,9,133102.92,1,t,f,27046.46,t
646,15569807,Ejimofor,673,France,Female,34,8,42157.08,1,t,f,20598.59,t
647,15730830,Dale,752,France,Female,30,3,0,2,t,t,104991.28,f
648,15805112,Pokrovsky,578,France,Male,38,7,82259.29,1,t,f,8996.97,f
649,15633064,Stonebraker,438,France,Female,36,4,0,2,t,f,64420.5,f
650,15703119,Liang,652,France,Male,38,6,0,2,t,t,145700.22,f
651,15730447,Anderson,629,France,Female,49,4,0,2,t,t,196335.48,f
652,15813850,Christian,720,France,Male,52,7,0,1,t,t,14781.12,f
653,15711889,Mao,668,France,Male,42,3,150461.07,1,t,f,108139.23,f
654,15664610,Campbell,459,Germany,Male,48,4,133994.52,1,t,t,19287.06,t
655,15751710,Ginikanwa,729,Spain,Male,31,8,164870.81,2,t,t,9567.39,f
656,15692926,Toscani,498,Germany,Male,25,8,121702.73,1,t,t,132210.49,f
657,15813741,Nnachetam,549,Spain,Male,25,6,193858.2,1,f,t,21600.11,f
658,15698474,Sagese,601,Germany,Female,54,1,131039.97,2,t,t,199661.5,f
659,15568595,Fleming,544,France,Male,64,9,113829.45,1,t,t,124341.49,f
660,15603065,Grubb,751,France,Female,30,6,0,2,t,f,15766.1,f
661,15592937,Napolitani,632,Germany,Female,41,3,81877.38,1,t,t,33642.21,f
662,15699637,Anenechi,694,Spain,Male,57,8,116326.07,1,t,t,117704.65,f
663,15667215,Chandler,678,France,Male,31,2,0,2,t,t,58803.28,f
664,15788659,Howells,695,France,Male,46,4,0,2,t,t,137537.22,f
665,15763218,Akeroyd,661,France,Female,41,1,0,2,f,t,131300.68,f
666,15645772,Onwumelu,661,France,Male,33,9,0,2,t,t,84174.81,f
667,15725511,Wallace,559,France,Female,31,3,127070.73,1,f,t,160941.78,f
668,15575024,Uwaezuoke,503,France,Male,29,3,0,2,t,t,143954.99,f
669,15640825,Loyau,695,Spain,Male,46,3,122549.64,1,t,t,56297.85,f
670,15662397,Small,640,France,Female,42,5,176099.13,1,t,t,8404.73,f
671,15576368,Bledsoe,624,Germany,Female,48,3,122388.38,2,f,f,30020.09,f
672,15674991,Kao,667,France,Male,42,9,0,2,f,t,58137.42,f
673,15721024,Wickens,642,France,Male,26,0,0,1,f,f,47472.68,f
674,15745621,Wertheim,640,Spain,Female,32,6,118879.35,2,t,t,19131.71,f
675,15642394,He,529,Spain,Male,35,5,0,2,t,t,187288.5,f
676,15754605,Jarvis,563,France,Female,39,5,0,2,t,t,17603.81,f
677,15607040,P'an,593,Spain,Female,38,4,88736.44,2,t,f,67020.03,f
678,15715142,Repina,739,Germany,Male,45,7,102703.62,1,f,t,147802.94,t
679,15810978,Pugliesi,788,Spain,Female,70,1,0,2,t,t,41610.62,f
